candidate_id,model_suggestion,suggested_intent_id,suggested_intent_name,primary_goal,routing_expectation,escalation_reason,response_requirements,ambiguity,ood,taxonomy_verdict,taxonomy_notes,entities,needs_second_opinion,confidence,decision_summary,why,alternatives,human_check,generated_at,status
GC-175,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=low_probability_boundary. Priors considered (1): '@AmazonHelp I am not sure, but it said the return window closed in September. does it mean I can't exchange it?'. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.652936+00:00,model_recommendation
GC-176,device_issue,device_issue,Device or app not working (generic troubleshooting),"DRAFT (verify): Device or app not working (generic troubleshooting) — customer wrote: '@AmazonHelp Schon getestet, aber ich werde es nochmal versuchen. Immer wenn ich meine Bestellungen aufrufen möchte, muss ich mein Passwort eingeben. Trotz richt'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from device_issue; margin=0.0, sim=0.641. Human must confirm/correct. Cluster=account_login. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests device_issue; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Schon getestet, aber ich werde es nochmal versuchen. Immer wenn ich meine Bestellungen aufrufen möchte, muss ich mein Passwort eingeben. Trotz richt'. Model suggestion device_issue (sim=0.641, margin=0.0) is NOT ground truth. Cluster family=account_login sampling=common_boundary. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","account_login (sim=0.641, Account login / access problems); kindle_app (sim=0.521, Kindle app issues (crashes, sync, content access)); connectivity (sim=0.5, Network / router / connectivity issues affecting a service)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent device_issue; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.653235+00:00,model_recommendation
GC-177,off_topic_chat,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)","DRAFT (verify): Social / @-mention chatter (ambiguous, multilingual) — customer wrote: '@AmazonHelp 27 de Outubro 😅'",auto_ok,,Brief generic acknowledgement; no account action; must not request private details.,false,true,ood,"Model-draft from off_topic_chat; margin=0.103, sim=0.796. Human must confirm/correct. Cluster=off_topic_chat. ",0,no,MEDIUM,"Model-draft suggests off_topic_chat; OOD chatter, no support action.","Current message: '@AmazonHelp 27 de Outubro 😅'. Model suggestion off_topic_chat (sim=0.796, margin=0.103) is NOT ground truth. Cluster family=off_topic_chat sampling=ood_candidate. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","template_time (sim=0.694, Conversation closure: short time/date answers); contest_promo (sim=0.593, Contest / quiz participation and results); order_status (sim=0.575, Order status / where is my order (order number supplied))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent off_topic_chat; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.656436+00:00,model_recommendation
GC-178,delivery_date_change,delivery_date_change,Delivery date changed repeatedly,DRAFT (verify): Delivery date changed repeatedly — customer wrote: '@AmazonHelp Pedí un libro de texto con envío exprés el 28 de octubre y ni siquiera tengo una fecha estimada',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_date_change; margin=0.0, sim=0.631. Human must confirm/correct. Cluster=off_topic_chat. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests delivery_date_change; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Pedí un libro de texto con envío exprés el 28 de octubre y ni siquiera tengo una fecha estimada'. Model suggestion delivery_date_change (sim=0.631, margin=0.0) is NOT ground truth. Cluster family=off_topic_chat sampling=common_boundary. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","template_time (sim=0.631, Conversation closure: short time/date answers); delivery_estimate (sim=0.606, Asking for delivery / dispatch date or estimate window); off_topic_chat (sim=0.554, Social / @-mention chatter (ambiguous, multilingual))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_date_change; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.657571+00:00,model_recommendation
GC-179,detail_provided,detail_provided,Already provided the requested details (DM / form / email / screenshots),"DRAFT (verify): Already provided the requested details (DM / form / email / screenshots) — customer wrote: '@AmazonHelp Na ja, vielleicht den Tipp an die Technik weitergeben, dass man unter dem Reiter 'Konto schließen' das Konto schließen kann?😉 das springt ja nur im '",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from detail_provided; margin=0.053, sim=0.613. Human must confirm/correct. Cluster=noise. ",0,yes,MEDIUM,Model-draft suggests detail_provided; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Na ja, vielleicht den Tipp an die Technik weitergeben, dass man unter dem Reiter 'Konto schließen' das Konto schließen kann?😉 das springt ja nur im '. Model suggestion detail_provided (sim=0.613, margin=0.053) is NOT ground truth. Cluster family=noise sampling=multilingual. Priors considered (1): '@AmazonHelp Ich habe aus der Antwort Ihrer Kollegen zitiert. Glauben Sie mir, die haben auch kein Durchblick bzw Einblic'. Historical reply treated as evidence only, not the answer.","bot_vs_human (sim=0.561, Question whether support is a bot or a human); phish_email (sim=0.529, Suspicious / phishing email: asking whether it is genuine); account_login (sim=0.529, Account login / access problems)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent detail_provided; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.658331+00:00,model_recommendation
GC-180,template_neg,template_neg,Conversation closure: short negation answers (no / not yet / doesn't say),"DRAFT (verify): Conversation closure: short negation answers (no / not yet / doesn't say) — customer wrote: '@AmazonHelp No, ni creo que deba hacerlo. Los que debéis encargaros de que el producto llegue sois vosotros, no yo'",auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,false,false,fits,"Model-draft from template_neg; margin=0.023, sim=0.509. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests template_neg; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp No, ni creo que deba hacerlo. Los que debéis encargaros de que el producto llegue sois vosotros, no yo'. Model suggestion template_neg (sim=0.509, margin=0.023) is NOT ground truth. Cluster family=noise sampling=multilingual. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","negative_frustration (sim=0.485, Frustration / anger with little or no actionable request); stock_availability (sim=0.469, Stock / CODPIN / pincode availability; item out of stock); bot_vs_human (sim=0.446, Question whether support is a bot or a human)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent template_neg; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.659162+00:00,model_recommendation
GC-181,off_topic_chat,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)","DRAFT (verify): Social / @-mention chatter (ambiguous, multilingual) — customer wrote: '@AmazonHelp RESPONDENDO NOVAMENTE: ESPERAR! FOI A RECOMENDAÇÃO! ESPERAR! ESPERAR!'",auto_ok,,Brief generic acknowledgement; no account action; must not request private details.,false,true,ood,"Model-draft from off_topic_chat; margin=0.118, sim=0.765. Human must confirm/correct. Cluster=off_topic_chat. ",0,no,MEDIUM,"Model-draft suggests off_topic_chat; OOD chatter, no support action.","Current message: '@AmazonHelp RESPONDENDO NOVAMENTE: ESPERAR! FOI A RECOMENDAÇÃO! ESPERAR! ESPERAR!'. Model suggestion off_topic_chat (sim=0.765, margin=0.118) is NOT ground truth. Cluster family=off_topic_chat sampling=multilingual. Priors considered (2): '@AmazonHelp kindle comprado para MELISSA OLIVEIRA MOTA'. Historical reply treated as evidence only, not the answer.","ack_done (sim=0.646, Conversation closure: reports the requested action is done); detail_provided (sim=0.612, Already provided the requested details (DM / form / email / screenshots)); negative_frustration (sim=0.591, Frustration / anger with little or no actionable request)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent off_topic_chat; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.659860+00:00,model_recommendation
GC-182,contact_channel,contact_channel,How to reach support (phone number / chat option / email),DRAFT (verify): How to reach support (phone number / chat option / email) — customer wrote: '@AmazonHelp Do you have a linj for an online chat? :)',clarify,,Ask one safe clarifying question; must not request order IDs/payment/phone publicly; offer private handoff if needed.,false,false,fits,"Model-draft from contact_channel; margin=0.233, sim=0.644. Human must confirm/correct. Cluster=contact_channel. ",0,no,HIGH,Model-draft suggests contact_channel; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Do you have a linj for an online chat? :)'. Model suggestion contact_channel (sim=0.644, margin=0.233) is NOT ground truth. Cluster family=contact_channel sampling=short_message. Priors considered (1): '@AmazonHelp I'd like a refund as I didn't activate it and it is unauthorized'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.411, Already provided the requested details (DM / form / email / screenshots)); contact_callback_request (sim=0.376, Asking support to call the customer directly (photo: numbers shared)); bot_vs_human (sim=0.373, Question whether support is a bot or a human)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent contact_channel; confirm routing clarify; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.660474+00:00,model_recommendation
GC-183,link_issue,link_issue,"Ticket / contact form limitations (closed, no reply option)","DRAFT (verify): Ticket / contact form limitations (closed, no reply option) — customer wrote: '@AmazonHelp I hv already updated on the given link yesterday'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from link_issue; margin=0.042, sim=0.667. Human must confirm/correct. Cluster=noise. ",0,no,MEDIUM,Model-draft suggests link_issue; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I hv already updated on the given link yesterday'. Model suggestion link_issue (sim=0.667, margin=0.042) is NOT ground truth. Cluster family=noise sampling=noise_diverse. Priors considered (1): '@AmazonHelp Whats the update??'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.625, Already provided the requested details (DM / form / email / screenshots)); status_update_request (sim=0.537, Asking support to check / verify current status); delivery_tracking (sim=0.436, Package / parcel whereabouts (tracking says X but status unclear))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent link_issue; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.661098+00:00,model_recommendation
GC-184,shipping_speed,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),"DRAFT (verify): Paid-for / Prime delivery speed not honoured (one/two-day/same-day) — customer wrote: '@AmazonHelp No, I didn't because the item is in transit and most probably will be delivered to me tomorrow. in case I report you guys there is nothing that you '",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from shipping_speed; margin=0.014, sim=0.675. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests shipping_speed; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp No, I didn't because the item is in transit and most probably will be delivered to me tomorrow. in case I report you guys there is nothing that you '. Model suggestion shipping_speed (sim=0.675, margin=0.014) is NOT ground truth. Cluster family=noise sampling=noise_diverse. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","delivery_driver (sim=0.637, Delivery driver behaviour complaint (threw package / did not knock / lied / no contact)); delivery_delay (sim=0.636, Delivery failing around Diwali / festivals (India)); delivery_tracking (sim=0.627, Package / parcel whereabouts (tracking says X but status unclear))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent shipping_speed; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.661605+00:00,model_recommendation
GC-185,cs_team_no_response,cs_team_no_response,Team not responding / still no reply after contacting support,DRAFT (verify): Team not responding / still no reply after contacting support — customer wrote: '@AmazonHelp no reply?',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from cs_team_no_response; margin=0.268, sim=0.782. Human must confirm/correct. Cluster=cs_team_no_response. ",0,no,HIGH,Model-draft suggests cs_team_no_response; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp no reply?'. Model suggestion cs_team_no_response (sim=0.782, margin=0.268) is NOT ground truth. Cluster family=cs_team_no_response sampling=common_confident. Priors considered (1): '@AmazonHelp Sunday 19th November - 2 days after 17th November when it was ordered via Prime one day delivery so even tha'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.512, Already provided the requested details (DM / form / email / screenshots)); template_neg (sim=0.505, Conversation closure: short negation answers (no / not yet / doesn't say)); resolution_pending (sim=0.505, Awaiting resolution outcome / case progress (investigation, complaint, case))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent cs_team_no_response; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.662103+00:00,model_recommendation
GC-186,delivery_driver,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),DRAFT (verify): Delivery driver behaviour complaint (threw package / did not knock / lied / no contact) — customer wrote: '@AmazonHelp Why was your own internal helpline rude and unhelpful to the delivery driver? Why couldn’t the delivery driver go back to warehouse and get my order',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_driver; margin=0.0, sim=0.704. Human must confirm/correct. Cluster=delivery_driver. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests delivery_driver; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Why was your own internal helpline rude and unhelpful to the delivery driver? Why couldn’t the delivery driver go back to warehouse and get my order'. Model suggestion delivery_driver (sim=0.704, margin=0.0) is NOT ground truth. Cluster family=delivery_driver sampling=common_boundary. Priors considered (1): '@AmazonHelp I called. They were totally unhelpful. The drivers help desk was totally unhelpful as well. How did this hap'. Historical reply treated as evidence only, not the answer.","carrier_unreachable (sim=0.567, Carrier not reachable / no tracking number returned); delivery_tracking (sim=0.535, Package / parcel whereabouts (tracking says X but status unclear)); misdelivery (sim=0.531, Delivered to wrong address / wrong neighbour / permanently wrong address on file)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_driver; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.662637+00:00,model_recommendation
GC-187,stock_availability,stock_availability,Stock / CODPIN / pincode availability; item out of stock,"DRAFT (verify): Stock / CODPIN / pincode availability; item out of stock — customer wrote: '@AmazonHelp That is exactly what Im trying to say. I stay in the capital city of Manipur - Imphal with pin code 795001, n it is not serviceable by amazon Prime '",clarify,,Ask one safe clarifying question; must not request order IDs/payment/phone publicly; offer private handoff if needed.,false,false,fits,"Model-draft from stock_availability; margin=0.084, sim=0.52. Human must confirm/correct. Cluster=stock_availability. ",0,no,HIGH,Model-draft suggests stock_availability; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp That is exactly what Im trying to say. I stay in the capital city of Manipur - Imphal with pin code 795001, n it is not serviceable by amazon Prime '. Model suggestion stock_availability (sim=0.52, margin=0.084) is NOT ground truth. Cluster family=stock_availability sampling=rare_cluster. Priors considered (1): '@AmazonHelp Thanks for the reply. The problem here is that the delivery service is not given for ALL the products that c'. Historical reply treated as evidence only, not the answer.","negative_frustration (sim=0.437, Frustration / anger with little or no actionable request); shipping_speed (sim=0.394, Paid-for / Prime delivery speed not honoured (one/two-day/same-day)); megacluster_unclear (sim=0.38, Large mixed cluster - not one coherent intent (needs sub-splitting))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent stock_availability; confirm routing clarify; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.663309+00:00,model_recommendation
GC-188,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp I got the information. Thanks ...',auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,false,false,fits,"Model-draft from ack_thanks; margin=0.22, sim=0.83. Human must confirm/correct. Cluster=ack_thanks. ",0,no,HIGH,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I got the information. Thanks ...'. Model suggestion ack_thanks (sim=0.83, margin=0.22) is NOT ground truth. Cluster family=ack_thanks sampling=rare_cluster. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.61, Already provided the requested details (DM / form / email / screenshots)); resolution_thanks (sim=0.539, Issue now resolved / sorted - acknowledgment); link_issue (sim=0.461, Ticket / contact form limitations (closed, no reply option))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.663826+00:00,model_recommendation
GC-189,off_topic_chat,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)","DRAFT (verify): Social / @-mention chatter (ambiguous, multilingual) — customer wrote: '@AmazonHelp (1/2) It has not been a matter of carrier for pre-ordered books, but a matter of my books not shipping on time. I spoke with customer support yester'",auto_ok,,Brief generic acknowledgement; no account action; must not request private details.,false,true,ood,"Model-draft from off_topic_chat; margin=0.066, sim=0.696. Human must confirm/correct. Cluster=off_topic_chat. ",0,no,MEDIUM,"Model-draft suggests off_topic_chat; OOD chatter, no support action.","Current message: '@AmazonHelp (1/2) It has not been a matter of carrier for pre-ordered books, but a matter of my books not shipping on time. I spoke with customer support yester'. Model suggestion off_topic_chat (sim=0.696, margin=0.066) is NOT ground truth. Cluster family=off_topic_chat sampling=ood_candidate. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","megacluster_unclear (sim=0.629, Large mixed cluster - not one coherent intent (needs sub-splitting)); shipping_speed (sim=0.519, Paid-for / Prime delivery speed not honoured (one/two-day/same-day)); delivery_tracking (sim=0.48, Package / parcel whereabouts (tracking says X but status unclear))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent off_topic_chat; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.664189+00:00,model_recommendation
GC-190,carrier_unreachable,carrier_unreachable,Carrier not reachable / no tracking number returned,DRAFT (verify): Carrier not reachable / no tracking number returned — customer wrote: '@AmazonHelp Puedo contactar al transportista por ese mismo enlace?',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from carrier_unreachable; margin=0.165, sim=0.793. Human must confirm/correct. Cluster=carrier_unreachable. ",0,no,HIGH,Model-draft suggests carrier_unreachable; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Puedo contactar al transportista por ese mismo enlace?'. Model suggestion carrier_unreachable (sim=0.793, margin=0.165) is NOT ground truth. Cluster family=carrier_unreachable sampling=rare_cluster. Priors considered (2): '@AmazonHelp Que puedo hacer al respecto?'. Historical reply treated as evidence only, not the answer.","delivery_driver (sim=0.628, Delivery driver behaviour complaint (threw package / did not knock / lied / no contact)); return_process (sim=0.533, Return / return pickup process issues (scheduling, windows)); misdelivery (sim=0.531, Delivered to wrong address / wrong neighbour / permanently wrong address on file)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent carrier_unreachable; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.664533+00:00,model_recommendation
GC-191,product_question,product_question,Product specification / eligibility question before purchase,DRAFT (verify): Product specification / eligibility question before purchase — customer wrote: '@AmazonHelp I found this with literally every tempered glass screen protector for Samsung Galaxy S7 with over 100 reviews. All had drastically different reviews',clarify,,Ask one safe clarifying question; must not request order IDs/payment/phone publicly; offer private handoff if needed.,false,false,fits,"Model-draft from product_question; margin=0.293, sim=0.698. Human must confirm/correct. Cluster=product_question. ",0,no,HIGH,Model-draft suggests product_question; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I found this with literally every tempered glass screen protector for Samsung Galaxy S7 with over 100 reviews. All had drastically different reviews'. Model suggestion product_question (sim=0.698, margin=0.293) is NOT ground truth. Cluster family=product_question sampling=rare_cluster. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","review_q (sim=0.405, Product review removed / review guideline question); product_defect (sim=0.402, Defective / broken / failing product (incl. warranty)); kindle_app (sim=0.367, Kindle app issues (crashes, sync, content access))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent product_question; confirm routing clarify; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.664929+00:00,model_recommendation
GC-192,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=contextual_turn. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.665416+00:00,model_recommendation
GC-193,off_topic_chat,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)","DRAFT (verify): Social / @-mention chatter (ambiguous, multilingual) — customer wrote: '@AmazonHelp caixa de pássaros por recomendação da @805698 😻'",auto_ok,,Brief generic acknowledgement; no account action; must not request private details.,false,true,ood,"Model-draft from off_topic_chat; margin=0.037, sim=0.483. Human must confirm/correct. Cluster=noise. ",0,no,MEDIUM,"Model-draft suggests off_topic_chat; OOD chatter, no support action.","Current message: '@AmazonHelp caixa de pássaros por recomendação da @805698 😻'. Model suggestion off_topic_chat (sim=0.483, margin=0.037) is NOT ground truth. Cluster family=noise sampling=noise_diverse. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","order_status (sim=0.443, Order status / where is my order (order number supplied)); ack_thanks (sim=0.427, Conversation closure: thank you / acknowledgement); resolution_thanks (sim=0.427, Issue now resolved / sorted - acknowledgment)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent off_topic_chat; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.665830+00:00,model_recommendation
GC-194,waiting_status,waiting_status,Waiting for a response / asking to be answered promptly,DRAFT (verify): Waiting for a response / asking to be answered promptly — customer wrote: '@AmazonHelp Etes vous Marie ? Psk moi non et je cherche encore mon âme soeur ?',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from waiting_status; margin=0.027, sim=0.535. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests waiting_status; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Etes vous Marie ? Psk moi non et je cherche encore mon âme soeur ?'. Model suggestion waiting_status (sim=0.535, margin=0.027) is NOT ground truth. Cluster family=noise sampling=multilingual. Priors considered (2): '@AmazonHelp Oui mais la, la cause de @91053 est que je lai pas acheté sur place et non que je lai pas acheté par amazon '. Historical reply treated as evidence only, not the answer.","ack_thanks (sim=0.496, Conversation closure: thank you / acknowledgement); off_topic_chat (sim=0.439, Social / @-mention chatter (ambiguous, multilingual)); cs_team_no_response (sim=0.434, Team not responding / still no reply after contacting support)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent waiting_status; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.666288+00:00,model_recommendation
GC-195,ack_thanks,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Thank you',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,true,false,fits,"Model-draft from ack_thanks; margin=0.0, sim=1.0. Human must confirm/correct. Cluster=ack_thanks. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests ack_thanks; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you'. Model suggestion ack_thanks (sim=1.0, margin=0.0) is NOT ground truth. Cluster family=ack_thanks sampling=low_probability_boundary. Priors considered (2): '@AmazonHelp It is sold by Amazon EU S.a.r.L. This appear underneath what I have ordered'. Historical reply treated as evidence only, not the answer.","ack_willdo (sim=0.802, Conversation closure: commitment to follow the suggested action); ack_done (sim=0.657, Conversation closure: reports the requested action is done); empathy_farewell (sim=0.617, Conversation closure: empathy / politeness formula (that's sad, have a nice day))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent ack_thanks; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.666611+00:00,model_recommendation
