cluster_id,cluster_size,preliminary_label,customer_goal,confidence,coherent,possible_parent_intent,kind,family_key,exact_dup_share,median_member_chars,url_share,multilingual_flag,merge_candidates,split_candidates,reasoning,representative_examples
160,33,Phone / IVR / callback channel not working,"Report that phone, IVR or callback options fail, and ask for a working alternative.",high,yes,Contacting support,intent,contact_phone_issue,0.0,118.0,0.061,yes,,,"High confidence. Family: Phone / IVR / callback channel not working. Signials: size=33, dup=0.0, url_share=0.0606060606060606.",@AmazonHelp Tried to contact via phone same problem ;; @AmazonHelp I tried that on that call it doesn't accept my inputs that is main problem ;; @AmazonHelp Yes I have tried calling to them on 180030009009 number and application. Both ways but not able to talk as they cut my phone before connecting
161,31,How to contact a third party (carrier / seller),"Understand how to reach a non-Amazon party (carrier, seller, external service).",high,yes,Contacting support,intent,third_party_contact,0.0,53.0,0.0,yes,,,"High confidence. Family: How to contact a third party (carrier / seller). Signials: size=31, dup=0.0, url_share=0.0.","@AmazonHelp Ok merci. Comment puis je les contacter ? ;; @AmazonHelp If I’m not in the US right now, is there a way to contact them? ;; @AmazonHelp How would I reach them?"
162,46,Blocked by verification requirements (fax / postal validation),Complete identity or address verification through a channel the customer can actually use.,high,yes,Verification / information flow,intent,verify_fax,0.0,102.0,0.0,yes,,,"High confidence. Family: Blocked by verification requirements (fax / postal validation). Signials: size=46, dup=0.0, url_share=0.0.","@AmazonHelp Yes guys.. Why cant i send the same info via email? How does using a street side fax machine or an online fax service make it any safer? ;; @AmazonHelp sim. mas não tem como eu mandar fax. há outra forma? ;; @AmazonHelp Oui, mais on me demande d'envoyer un fax avec des infos (qui utilise un fax en 2017😂) je voulais savoir si y a pas une adresse e-mail pour prendre e"
163,183,How to reach support (phone number / chat option / email),Find a working contact channel or a locale-appropriate channel.,high,yes,Contacting support,intent,contact_channel,0.0,70.0,0.066,yes,,,"High confidence. Family: How to reach support (phone number / chat option / email). Signials: size=183, dup=0.0, url_share=0.0655737704918032.",@AmazonHelp How can i reach you through real time chat ? Because my problem is unsolved ;; @AmazonHelp Finally found the chat option (not easy to do. Needs simplifying! ) and being sorted now thanks. ;; @AmazonHelp That's fine I used the chat option in the end thank you for your help
164,40,Phone / IVR / callback channel not working,"Report that phone, IVR or callback options fail, and ask for a working alternative.",high,yes,Contacting support,intent,contact_phone_issue,0.05,86.5,0.0,yes,,,"High confidence. Family: Phone / IVR / callback channel not working. Signials: size=40, dup=0.05, url_share=0.0.","@AmazonHelp Well, that's two people who answered the phone and then hung up on me. Is the phone system broken also? At least the second person talked to me long ;; @AmazonHelp I called so many times in day, But no outcomes found. ;; @AmazonHelp I called. Was on the phone for about 25 minutes, between being on hold with someone who wasn’t in Video and a Video person who knew nothing."
165,96,Urgent need for delivery today / as a gift,"Get an urgent item delivered in time (today, for a gift, for an event).",high,yes,Delivery & shipping,intent,delivery_urgency,0.0,87.5,0.052,yes,,,"High confidence. Family: Urgent need for delivery today / as a gift. Signials: size=96, dup=0.0, url_share=0.0520833333333333.",@AmazonHelp I need this product tomorrow any how in my home address as I gift to my best buddies.. ;; @AmazonHelp Can u plz confirm for the particular product.. ? Don't go with easy way outs.. ;; @AmazonHelp Consider this matter with great responsibility ! Looking for product as soon as possible with heavy heart ... 😡
166,30,Asking for delivery / dispatch date or estimate window,Learn the expected or promised delivery/dispatch date.,medium,yes,Delivery & shipping,intent,delivery_estimate,0.0,63.0,0.2,yes,,,"Medium confidence. Family: Asking for delivery / dispatch date or estimate window. Signials: size=30, dup=0.0, url_share=0.2.",@AmazonHelp ha ha! I didn’t notice the date! ;; @AmazonHelp Honestly don’t know...just know the dates on website haven’t been accurate ;; @AmazonHelp They have changed more than 3 dates already .
167,340,Conversation closure: short time/date answers,Supply a requested date/time piece of context (when did X happen / what date is shown).,medium,yes,Conversation closure (artifact),artifact,template_time,0.018,36.5,0.015,yes,MG-03,,"Medium confidence. Family: Conversation closure: short time/date answers. Signials: size=340, dup=0.0176470588235294, url_share=0.0147058823529411.",@AmazonHelp la date indiqué est le Vendredi 24 Novembre 2017 donc aujourd'hui :) ;; @AmazonHelp It was 14-17 Oct. ;; @AmazonHelp El 4 o 5 de diciembre
168,181,Third-party seller fulfilment / feedback / communication issues,Resolve an order handled by an external (third-party) seller or its carrier.,high,yes,Marketplace & sellers,intent,seller_issue,0.077,51.0,0.188,yes,,,"High confidence. Family: Third-party seller fulfilment / feedback / communication issues. Signials: size=181, dup=0.0773480662983425, url_share=0.1878453038674033.",@AmazonHelp sold by a seller. Charles Tyrwhitt ;; @AmazonHelp It was filled by a seller ;; @AmazonHelp vendido por BuyGifts entre prevista 15 nov
169,155,Third-party seller fulfilment / feedback / communication issues,Resolve an order handled by an external (third-party) seller or its carrier.,high,yes,Marketplace & sellers,intent,seller_issue,0.0,127.0,0.077,yes,,,"High confidence. Family: Third-party seller fulfilment / feedback / communication issues. Signials: size=155, dup=0.0, url_share=0.0774193548387096.","@AmazonHelp I have a complaint against your seller then! ;; @AmazonHelp They should, but what's done is done. I don't want any further contact with this seller. I do want to lower the rating I gave them though. ;; @AmazonHelp Can I search for everyone except a few select sellers that I’ve had problems with?"
170,49,Shipping cost / free-shipping threshold question,Understand shipping costs or the free-shipping/eligibility threshold.,medium,yes,Shopping & catalogue,intent,shipping_cost,0.0,82.0,0.061,yes,,,"Medium confidence. Family: Shipping cost / free-shipping threshold question. Signials: size=49, dup=0.0, url_share=0.0612244897959183.",@AmazonHelp Il n'y a pas encore de problème avec cette commande si ce n'est qu'il faut être TRES JOUEUR pour faire livrer plusieurs centaines d'euros par LaPost ;; @AmazonHelp There was only one costing a lot more than £20 and FBA -stating eligibility ! ;; @AmazonHelp Yeah. $3. 🙄
171,169,Price changed vs listing / sale price discrepancy,"Understand or adjust a price that changed after listing, in cart, or at checkout.",high,yes,Shopping & catalogue,intent,price_change,0.0,124.0,0.118,yes,,,"High confidence. Family: Price changed vs listing / sale price discrepancy. Signials: size=169, dup=0.0, url_share=0.1183431952662721.","@AmazonHelp Thanks. But what’s confusing is that is was your price listed? And then it wasn’t? I just would’ve thought that mattered. Maybe it doesn’t. ;; @AmazonHelp I know cart prices aren’t set in stone. But like, it went from on sale to more than the regular price. It’s not a cute look. ;; @AmazonHelp No it was super thin. Not what I need. Why is return shopping for any seller almost $20? That's ridiculous."
172,133,Delivery delayed / expected window passed,"Understand why delivery is late and get a new, reliable arrival time.",high,yes,Delivery & shipping,intent,delivery_delay,0.0,91.0,0.068,no,,,"High confidence. Family: Delivery delayed / expected window passed. Signials: size=133, dup=0.0, url_share=0.0676691729323308.","@AmazonHelp It just changed from Saturday to arriving today by 8:00. Here’s hoping it’s two hours earlier than that! 🤞🏻 ;; @AmazonHelp well it has said arriving today since Friday, then on Saturday and today so not sure what’s happening? ;; @AmazonHelp Thanks - on there it says arriving tomorrow??"
173,254,Asking how long / how soon (time estimate),"Get a time estimate for a pending action (resolution, delivery, follow-up).",medium,yes,Support progress: waiting / nudge,contextual,time_estimate_query,0.02,48.0,0.004,yes,,,"Medium confidence. Family: Asking how long / how soon (time estimate). Signials: size=254, dup=0.0196850393700787, url_share=0.0039370078740157.",@AmazonHelp 14 minutes now. ;; @AmazonHelp 8 days is slightly ? ;; @AmazonHelp How much time it gonna take more? It's already two days.
174,72,Delivery delayed / expected window passed,"Understand why delivery is late and get a new, reliable arrival time.",high,yes,Delivery & shipping,intent,delivery_delay,0.0,61.0,0.042,yes,,,"High confidence. Family: Delivery delayed / expected window passed. Signials: size=72, dup=0.0, url_share=0.0416666666666666.","@AmazonHelp Nooo, just that there may be a delay. ;; @AmazonHelp So what are the unforeseen circumstances that will cause up to a 2 day delay? Thanks. ;; @AmazonHelp no reason at all except there may be a delay"
175,89,Conversation closure: short time/date answers,Supply a requested date/time piece of context (when did X happen / what date is shown).,medium,yes,Conversation closure (artifact),artifact,template_time,0.169,29.0,0.0,no,MG-03,,"Medium confidence. Family: Conversation closure: short time/date answers. Signials: size=89, dup=0.1685393258426966, url_share=0.0.",@AmazonHelp Yes same day ;; @AmazonHelp Yep yesterday then today ;; @AmazonHelp Today this morning
176,189,Delivery delayed / expected window passed,"Understand why delivery is late and get a new, reliable arrival time.",high,yes,Delivery & shipping,intent,delivery_delay,0.0,70.0,0.005,yes,,,"High confidence. Family: Delivery delayed / expected window passed. Signials: size=189, dup=0.0, url_share=0.0052910052910052.","@AmazonHelp Gracias! Ya lo hice esta tarde. Por eso se que es a raíz de la huelga de Cataluña y que tal vez mañana tampoco poco llegue. Que sería el lunes. 4 dí ;; @AmazonHelp Alles Klar, wenn Ihr es bis 20:00 Uhr heute nicht schafft, dann wäre auch von 06:00 Uhr bis 07:00 Uhr morgen in Ordnung. Danke euch. ;; @AmazonHelp Yes now it's coming tomorrow I'm not impressed."
177,47,Carrier not reachable / no tracking number returned,Get a tracking/carrier that is contactable and can actually locate the parcel.,high,yes,Delivery & shipping,intent,carrier_unreachable,0.0,96.0,0.149,yes,,,"High confidence. Family: Carrier not reachable / no tracking number returned. Signials: size=47, dup=0.0, url_share=0.1489361702127659.",@AmazonHelp Me puedes ayudar si te paso el numero de guía y transportista? ;; @AmazonHelp Sim. Já entrei em contato com o suporte e estou em contato direto com a transportadora. ;; @AmazonHelp No me pone agencia de transporte
178,84,Already provided the requested details (DM / form / email / screenshots),Stop being asked repeatedly for details already submitted; get the case progressed.,high,yes,Verification / information flow,contextual,detail_provided,0.024,37.0,0.0,yes,MG-06,,"High confidence. Family: Already provided the requested details (DM / form / email / screenshots). Signials: size=84, dup=0.0238095238095238, url_share=0.0.",@AmazonHelp Full message sent. ;; @AmazonHelp message sent thanks ;; @AmazonHelp I have sent you a direct message! thanks.
179,113,Unexpected / repeated / confusing charge (bank statement inconsistency),Understand or reverse an unexpected charge and confirm what was paid.,high,yes,Payments & billing,intent,charge_inquiry,0.0,113.0,0.035,yes,,,"High confidence. Family: Unexpected / repeated / confusing charge (bank statement inconsistency). Signials: size=113, dup=0.0, url_share=0.0353982300884955.","@AmazonHelp What nonsense is this???? Bank is saying we can not lodge such complain ;; @AmazonHelp Also there is still proof on my bank statement. I am just feeling as if I got stole from. ;; @AmazonHelp Thanks, it did say I wouldn’t be charged but £40.99 went out my account yesterday (16th) so will this automatically come back?"
180,70,Prime / subscription charge or trial confusion,Understand why a Prime/trial charge occurred and cancel or reverse it.,high,yes,Payments & billing,intent,prime_charge,0.0,103.0,0.171,no,,,"High confidence. Family: Prime / subscription charge or trial confusion. Signials: size=70, dup=0.0, url_share=0.1714285714285714.","@AmazonHelp It’s hard to know if I was charged for it because I don’t know how much it cost ;; @AmazonHelp @115850 pls reply why I was charged in that case... ;; @AmazonHelp Being charged twice, being told that the first charge is simply an authorization charge when it isn’t so you guys were contacted as well"
181,373,Payment method declined / card payment failures,Complete a purchase when the card or payment method keeps failing.,high,yes,Payments & billing,intent,payment_method,0.016,129.0,0.078,yes,,,"High confidence. Family: Payment method declined / card payment failures. Signials: size=373, dup=0.0160857908847185, url_share=0.0777479892761394.","@AmazonHelp Ich habe nun eine Zurücksendung angefordert per Hermes aber ich habe ausgewählt das ich es auf meine Kreditkarte möchte aber bitte nichts ;; @AmazonHelp found it and cancelled, in the meantime we thought the card had been hacked, and got a new debit card. ;; @AmazonHelp No. Each rep told me they basically had no idea why it was doing this and that it must be a problem oh my bank's end. But it's not. I use this card "
182,51,Gift card balance / redemption / locked card,"Use, recover, or redeem a gift card (balance, code, locked balance).",high,yes,Payments & billing,intent,gift_card,0.039,97.0,0.039,no,,,"High confidence. Family: Gift card balance / redemption / locked card. Signials: size=51, dup=0.0392156862745098, url_share=0.0392156862745098.",@AmazonHelp Hi its been 3 days please check with the issue and provide me the Gift Card as promised. ;; @AmazonHelp So how can o get a gift card for someone in Europe? ;; @AmazonHelp there are a lot of gift cards which have been locked out. How would you help? https://t.co/7BhG7Gvucp
183,112,Refund / compensation request and refund status,"Obtain a refund or compensation, or confirm the status/arrival of an agreed refund.",high,yes,Orders & fulfilment,intent,refund_request,0.0,140.5,0.08,yes,,,"High confidence. Family: Refund / compensation request and refund status. Signials: size=112, dup=0.0, url_share=0.0803571428571428.","@AmazonHelp I am not asking for refund, how do I pay and get my order without any hassle. Also, re-try payment is not working. Grrr.. https://t.co/MLTXDyGjnF ;; @AmazonHelp That's my issue my order status isn't updated with refund as of now even though I had returned my order 2 weeks back @115850 ;; @AmazonHelp You are not able to get me my order by tomorrow. Ur people said they are issuing refunds for both of my items as I need them by tomorrow."
184,1044,Account login / access problems,"Restore access to an account (login, password, locked or duplicate account).",high,yes,Account & settings,intent,account_login,0.0,125.0,0.057,yes,,184,"High confidence. Family: Account login / access problems. Signials: size=1044, dup=0.0, url_share=0.057471264367816.","@AmazonHelp Yes they are the ones that gave the stupid advice to log into my account when it's locked!!!! I guess no one can help, thanks for nothing ;; @AmazonHelp M nt able to login from my account. Its saying id already exists. ;; @AmazonHelp Can't do it until you let me log in. And it's consistently taking 25 minutes to get your code. I've done this about 7 times now....I'm afraid you're"
185,332,Team not responding / still no reply after contacting support,Get a reply or update from a team that has not answered despite earlier contact.,high,yes,Support progress: waiting / nudge,intent,cs_team_no_response,0.021,59.0,0.015,yes,MG-05,,"High confidence. Family: Team not responding / still no reply after contacting support. Signials: size=332, dup=0.0210843373493975, url_share=0.0150602409638554.","@AmazonHelp But I still haven’t revived an email. ;; @AmazonHelp I have not reverted to your e mail, and for sure I am not going to give you more time. ;; @AmazonHelp Somebody else’s, I don’t have any of their emails or anything, it’s really urgent because it’s a present and I need to know if I’ll have it"
186,110,Package / parcel whereabouts (tracking says X but status unclear),Find out where a package is and when it will actually arrive.,high,yes,Delivery & shipping,intent,delivery_tracking,0.0,140.0,0.073,yes,,,"High confidence. Family: Package / parcel whereabouts (tracking says X but status unclear). Signials: size=110, dup=0.0, url_share=0.0727272727272727.","@AmazonHelp Is there no way of finding out if my parcel will definitely be delivery today or if it is being held up? ;; @AmazonHelp Still no parcel, contacted customer service at 5pm, promised a response to whether they could find it in the hour still nothing... ;; @AmazonHelp I got the parcel tht was meant to be delivered last Saturday before 1pm, yesterday. Just really annoyed it didnt get to my door when i paid"
187,70,Replacement request and replacement status,Obtain a replacement item or confirm the progress of an agreed replacement.,high,yes,Orders & fulfilment,intent,replacement_request,0.0,85.0,0.057,no,,,"High confidence. Family: Replacement request and replacement status. Signials: size=70, dup=0.0, url_share=0.0571428571428571.","@AmazonHelp Thanks submitted the feedback, please make sure I get a properly sealed replacement. ;; @AmazonHelp I got a replacement ordered. Thank you ;; @AmazonHelp Thank you. I have contacted and I will be receiving a replacement next week as this one was all smashed."
188,30,"Return / return pickup process issues (scheduling, windows)","Complete a return: arrange or fix pickup, label, or drop-off.",high,yes,Orders & fulfilment,intent,return_process,0.0,126.5,0.033,no,,,"High confidence. Family: Return / return pickup process issues (scheduling, windows). Signials: size=30, dup=0.0, url_share=0.0333333333333333.","@AmazonHelp This doesn't appear to work, it still just directs me to return an item which I did not receive. ;; @AmazonHelp I sent the item back for return on 31/08/17 if that helps ;; @AmazonHelp There's really no good way to report that an item was missing. It asks if I want to return an item but there is no item to return."
189,864,Refund / compensation request and refund status,"Obtain a refund or compensation, or confirm the status/arrival of an agreed refund.",high,yes,Orders & fulfilment,intent,refund_request,0.0,108.0,0.042,no,,,"High confidence. Family: Refund / compensation request and refund status. Signials: size=864, dup=0.0, url_share=0.0416666666666666.","@AmazonHelp Yup, got refunded but still frustrated with persistent @2150 issues. Also wasted 30 mins of my Sunday morn and I still don’t have item! ;; @AmazonHelp I have requested a refund. ;; @AmazonHelp Yes i was offered a refund which didnt solve the problem and i actually didnt even get the refund"
190,273,Already provided the requested details (DM / form / email / screenshots),Stop being asked repeatedly for details already submitted; get the case progressed.,high,yes,Verification / information flow,contextual,detail_provided,0.084,43.0,0.004,no,MG-06,,"High confidence. Family: Already provided the requested details (DM / form / email / screenshots). Signials: size=273, dup=0.0842490842490842, url_share=0.0036630036630036.",@AmazonHelp there was an email thank you ;; @AmazonHelp Emailed you! 👌🏼 ;; @AmazonHelp Heute. Ja. Per Email.
191,76,Already provided the requested details (DM / form / email / screenshots),Stop being asked repeatedly for details already submitted; get the case progressed.,high,yes,Verification / information flow,contextual,detail_provided,0.25,37.5,0.026,no,MG-06,,"High confidence. Family: Already provided the requested details (DM / form / email / screenshots). Signials: size=76, dup=0.25, url_share=0.0263157894736842.","@AmazonHelp What's ur email id on which I should write my problem ;; @AmazonHelp Everything related to the following email id :- __email__ ;; @AmazonHelp Nice! 1st email was sent to my registered id and then other ones in app, fooling around here n there...slow claps"
192,69,Delivery delayed / expected window passed,"Understand why delivery is late and get a new, reliable arrival time.",high,yes,Delivery & shipping,intent,delivery_delay,0.0,93.0,0.043,no,,,"High confidence. Family: Delivery delayed / expected window passed. Signials: size=69, dup=0.0, url_share=0.0434782608695652.","@AmazonHelp It says it will be delivered today. It's been saying that since Friday so I don't really believe it ;; @AmazonHelp It says it’s being delivered tomorrow x ;; @AmazonHelp Yeah, it was supposed to be delivered today and now it says they don’t know when they’ll deliver it because there was a problem 🙃"
193,263,Delivery date changed repeatedly,Stop the promised delivery date from slipping and get the item delivered.,high,yes,Delivery & shipping,intent,delivery_date_change,0.0,97.0,0.049,yes,,,"High confidence. Family: Delivery date changed repeatedly. Signials: size=263, dup=0.0, url_share=0.0494296577946768.","@AmazonHelp The original delivery date was for today, Thursday 10/26 ;; @AmazonHelp Delivery date changed once again!! ;; @AmazonHelp Nope no new delivery date hence the frustration"
194,46,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),"Get the delivery speed paid for or promised (Prime), or compensation for the miss.",high,yes,Delivery & shipping,intent,shipping_speed,0.0,147.0,0.0,yes,,,"High confidence. Family: Paid-for / Prime delivery speed not honoured (one/two-day/same-day). Signials: size=46, dup=0.0, url_share=0.0.","@AmazonHelp Is there a cut off time for next day delivery ;; @AmazonHelp My two day delivery is now two days late. That’s some BS. ;; @AmazonHelp Hey, remember this? Yeah still on going. 2 more cancelled delivery dates. What are you doing? WTF is going on"
195,352,Package / parcel whereabouts (tracking says X but status unclear),Find out where a package is and when it will actually arrive.,high,yes,Delivery & shipping,intent,delivery_tracking,0.0,106.0,0.108,yes,,,"High confidence. Family: Package / parcel whereabouts (tracking says X but status unclear). Signials: size=352, dup=0.0, url_share=0.1079545454545454.",@AmazonHelp Ha! Here's what it says about the package today. Said it was out for delivery this morning and arrive by 8 pm... https://t.co/LGHTWpg63S ;; @AmazonHelp Why the fuck is it my responsibility to wait for that package? How dumb are you guys?? I'm talking about the packet which is with me useless ;; @AmazonHelp Lady Faire ordered this package September 30th and it just arrived today. Not the first time... https://t.co/aD88PargW9
196,48,Package / parcel whereabouts (tracking says X but status unclear),Find out where a package is and when it will actually arrive.,high,yes,Delivery & shipping,intent,delivery_tracking,0.0,63.0,0.021,no,,,"High confidence. Family: Package / parcel whereabouts (tracking says X but status unclear). Signials: size=48, dup=0.0, url_share=0.0208333333333333.",@AmazonHelp still showing as today for delivery ;; @AmazonHelp It says out for delivery but it's said that since Friday ;; @AmazonHelp Still says it’s out for delivery and has been for the last 10 hours
197,369,Delivered to wrong address / wrong neighbour / permanently wrong address on file,"Recover a package delivered to the wrong place, or fix the stored address.",high,yes,Delivery & shipping,intent,misdelivery,0.0,134.0,0.041,yes,,,"High confidence. Family: Delivered to wrong address / wrong neighbour / permanently wrong address on file. Signials: size=369, dup=0.0, url_share=0.040650406504065.","@AmazonHelp I already have it that if I’m not in, to deliver to neighbour but instead it was left next to my bin. ;; @AmazonHelp Will follow up tomorrow as it was at industrial site and we were closed today. Neighbour has rescued it and taken photos. The unit named as preferre ;; @AmazonHelp yep! apparently got delivered to the wrong apartment or person"
198,410,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),"Report driver behaviour that prevented safe, honest delivery.",high,yes,Delivery & shipping,intent,delivery_driver,0.0,146.0,0.041,yes,,,"High confidence. Family: Delivery driver behaviour complaint (threw package / did not knock / lied / no contact). Signials: size=410, dup=0.0, url_share=0.0414634146341463.","@AmazonHelp But your driver didn’t even come to the door at hence my frustration, let’s get my package to me now as apposed to asking me questions ;; @AmazonHelp can you ask driver to deliver item today as he did not ring or knock the door ;; @AmazonHelp It's fine, just found it funny that the driver put delivered to resident. It's all in working order so no worries. Thanks anyway"
199,55,Cancel an order / re-order,"Cancel an order and, where possible, re-order correctly.",high,yes,Orders & fulfilment,intent,cancel_order,0.0,73.0,0.109,yes,,,"High confidence. Family: Cancel an order / re-order. Signials: size=55, dup=0.0, url_share=0.109090909090909.",@AmazonHelp Just did that it keeps saying i only can watch stuff on the dam website if it still doing this by tomorrow im cancelling as not going pay for someth ;; @AmazonHelp So I need to cancel it? Wow! ;; @AmazonHelp Thanks for your help 🙄 I'll just cancel it
200,157,Cancel an order / re-order,"Cancel an order and, where possible, re-order correctly.",high,yes,Orders & fulfilment,intent,cancel_order,0.0,94.0,0.057,yes,,,"High confidence. Family: Cancel an order / re-order. Signials: size=157, dup=0.0, url_share=0.0573248407643312.","@AmazonHelp Cancel my order. You guys failed to understand the urgency of the situation. I don't need it anymore. I'll order it on Flipkart. ;; @AmazonHelp Finally order cancelled .. after all the drama ;; @AmazonHelp The only option I was given was ""you can cancel your order if you don't want to wait""..."
201,214,Order status / where is my order (order number supplied),Get status or updates for a specific order after repeated requests.,high,yes,Orders & fulfilment,intent,order_status,0.028,64.0,0.009,yes,,,"High confidence. Family: Order status / where is my order (order number supplied). Signials: size=214, dup=0.02803738317757, url_share=0.0093457943925233.","@AmazonHelp Order number 114-1103849-5209821 ;; @AmazonHelp It doesn’t say, order number is 026-8186667-6663554 ;; @AmazonHelp ORDER # 403-7748261-3709940 id. now you will get my information. n tell the date when will i get my money. dont make loop n hole in the loop"
202,329,Order status / where is my order (order number supplied),Get status or updates for a specific order after repeated requests.,high,yes,Orders & fulfilment,intent,order_status,0.006,79.0,0.231,no,,,"High confidence. Family: Order status / where is my order (order number supplied). Signials: size=329, dup=0.0060790273556231, url_share=0.2310030395136778.",@AmazonHelp You have my order details... Stop asking for details and provide solution ;; @AmazonHelp Where is my order ? ;; @AmazonHelp I am getting a link to some other order..
